facet_id,facet_name,category,definition,context_scope,invert_scale,score_1,score_2,score_3,score_4,score_5,example_low,example_mid,example_high
FACET-151,Contribution to Group Goals,Pragmatics,The extent to which an individual's dialogue contributes to the achievement of shared objectives within a group.,multi_turn,False,The individual's dialogue consistently hinders group progress.,The individual's dialogue occasionally detracts from group goals.,"The individual's dialogue is neutral, neither contributing to nor hindering group objectives.",The individual's dialogue frequently supports group goals.,The individual's dialogue consistently and significantly advances group objectives.,"The user's comment derailed the conversation, causing the group to lose focus on their task.",The user's input was relevant but did not particularly help or hinder the group's progress.,The user's suggestion directly led to the group finding a solution to their problem.
FACET-152,Dignity,Safety,The degree to which an individual's dialogue respects and upholds the inherent worth of all participants.,single_turn,True,The dialogue contains severe and intentional disrespect or humiliation.,The dialogue includes moderate disrespect or belittling language.,"The dialogue is neutral, neither particularly respectful nor disrespectful.",The dialogue shows consideration and respect for others' feelings and opinions.,The dialogue consistently demonstrates a high level of empathy and respect for all participants.,The user's message included a personal attack on another participant.,"The user's response was neutral, not addressing the dignity of others.",The user's comment acknowledged and respected the perspective of another participant.
FACET-153,HEXACO Personality Inventory Facets,Linguistic,"The manifestation of personality traits such as honesty, emotionality, extraversion, agreeableness, conscientiousness, and openness to experience through language.",multi_turn,False,"The individual's dialogue consistently lacks depth, showing minimal personality traits.",The individual's dialogue occasionally reveals some aspects of their personality.,"The individual's dialogue moderately expresses their personality, with some traits being apparent.",The individual's dialogue frequently and clearly shows their personality traits.,The individual's dialogue consistently and profoundly reflects a wide range of their personality traits.,The user's responses were very brief and did not reveal much about their personality.,The user's comments sometimes showed glimpses of their humor and empathy.,"The user's dialogue consistently demonstrated their creativity, openness, and strong sense of humor."
FACET-154,Evaluating Solutions,Pragmatics,The ability to assess and discuss the feasibility and potential outcomes of proposed solutions.,multi_turn,False,The individual's dialogue fails to consider or evaluate potential solutions.,The individual's dialogue occasionally touches on the evaluation of solutions but lacks depth.,"The individual's dialogue moderately assesses solutions, considering some potential outcomes.",The individual's dialogue frequently provides thoughtful evaluations of proposed solutions.,The individual's dialogue consistently offers comprehensive and insightful assessments of solutions.,"The user did not engage with the proposed solution, ignoring its potential impact.",The user mentioned a potential drawback of the solution but did not elaborate.,"The user thoroughly analyzed the proposed solution, discussing both its benefits and potential pitfalls."
FACET-155,Input,Linguistic,The quality and relevance of the information or ideas contributed by an individual to the conversation.,single_turn,False,The individual's input is irrelevant or of very poor quality.,The individual's input is somewhat relevant but lacks significant value.,The individual's input is moderately relevant and of average quality.,The individual's input is frequently relevant and of high quality.,The individual's input is consistently highly relevant and of exceptional quality.,The user's comment was off-topic and did not add any value to the discussion.,The user's input was somewhat related to the topic but did not significantly contribute to the conversation.,"The user's comment was directly on point, offering a valuable insight that advanced the discussion."
FACET-156,Discreteness,Linguistic,The ability to convey thoughts and ideas in a clear and concise manner without unnecessary elaboration.,single_turn,False,The speaker's message is extremely vague and difficult to understand.,"The speaker's message is somewhat unclear, but the main idea can be inferred.","The speaker's message is clear, but could be more concise.","The speaker's message is clear and concise, with no unnecessary information.","The speaker's message is extremely clear, concise, and well-structured.","I'm just, like, really confused about everything, you know?","I'm trying to decide what to eat for dinner, but I'm not sure what I'm in the mood for.",I'm going to the store to buy milk and eggs.
FACET-157,Energy-healing practice: Reiki sessions / year,Pragmatics,The frequency of participating in Reiki sessions as a form of energy healing practice.,multi_turn,False,The speaker has never participated in a Reiki session.,The speaker has participated in a Reiki session less than once a year.,The speaker has participated in a Reiki session about once a year.,The speaker has participated in multiple Reiki sessions per year.,The speaker regularly practices Reiki and participates in sessions frequently throughout the year.,"I've never tried Reiki before, but I'm open to it.","I went to a Reiki session last year, but I haven't been back since.",I try to go to a Reiki session at least once a month to help with stress.
FACET-158,Astrology: Rising sign is Scorpio,Pragmatics,"The speaker's rising sign, or ascendant, is Scorpio, which can influence their personality and behavior.",single_turn,False,The speaker's rising sign is not Scorpio.,"The speaker's rising sign is Scorpio, but they do not exhibit typical Scorpio traits.","The speaker's rising sign is Scorpio, and they exhibit some typical Scorpio traits.","The speaker's rising sign is Scorpio, and they strongly exhibit typical Scorpio traits.","The speaker's rising sign is Scorpio, and they embody the essence of a Scorpio.","I'm a Libra, so I'm all about balance and harmony.","I'm a Scorpio, but I don't really believe in astrology.","As a Scorpio, I'm naturally intuitive and perceptive, and I always trust my instincts."
FACET-159,Character strength: Social Intelligence,Pragmatics,The ability to understand and navigate complex social situations and relationships.,multi_turn,False,The speaker struggles to understand social cues and navigate relationships.,"The speaker has some difficulty understanding social cues, but can navigate relationships with effort.","The speaker can understand social cues and navigate relationships, but may make mistakes.",The speaker is skilled at understanding social cues and navigating relationships.,The speaker is extremely skilled at understanding social cues and navigating complex social situations.,I always seem to say the wrong thing and offend people.,"I try to be friendly and get along with everyone, but sometimes I'm not sure what to say.",I'm really good at reading people and knowing how to approach different social situations.
FACET-160,Bravery,Emotion,The willingness to take risks and face challenges with courage and confidence.,multi_turn,False,The speaker avoids taking risks and facing challenges.,"The speaker is hesitant to take risks, but may face challenges with some encouragement.","The speaker is willing to take some risks and face challenges, but may have some reservations.",The speaker is confident in taking risks and facing challenges.,The speaker is extremely brave and willing to take significant risks to achieve their goals.,"I'm too scared to try anything new, so I just stick with what I know.","I'm not sure if I should take the job offer, it's a big risk.","I'm going to start my own business, even though it's a huge risk, because I believe in myself."
FACET-161,Childhood Experiences,Emotion,The extent to which a person's dialogue reflects their childhood experiences and how it influences their current perspective.,multi_turn,False,No mention of childhood experiences.,"Brief, superficial mention of childhood experiences.","Some reflection on childhood experiences, but lacks depth.","Detailed, thoughtful discussion of childhood experiences and their impact.","Childhood experiences are a dominant, insightful theme in the dialogue.",I'm just here to talk about the weather.,"My childhood was pretty normal, I guess.",Growing up in a big family taught me a lot about compromise and empathy.
FACET-162,Data-sharing consent level,Safety,The degree to which a person is willing to share personal data and under what conditions.,single_turn,False,Refuses to share any personal data under any circumstances.,"Very cautious about sharing personal data, requires strong assurance of privacy.","Will share some personal data, but with clear boundaries and expectations.","Generally willing to share personal data, with some consideration for privacy.",Openly shares personal data without much concern for privacy.,"I won't give you my email address, no matter what.","I'll share my email, but only if you promise not to spam me.","Sure, you can have all my contact information, I'm easy to reach."
FACET-163,Vision-check frequency,Pragmatics,How often a person undergoes vision checks as part of their health routine.,single_turn,False,Never undergoes vision checks.,"Undergoes vision checks very infrequently, less than once every 5 years.","Gets vision checks occasionally, about every 2-3 years.","Regularly undergoes vision checks, about once a year.","Very frequently undergoes vision checks, more than once a year.",I've never had my vision checked.,"I get my eyes checked every few years, I guess.",I have a yearly eye exam to make sure my prescription is up to date.
FACET-164,Physical-violence exposure,Safety,The extent to which a person has been exposed to or experienced physical violence.,multi_turn,True,No exposure to physical violence.,"Some exposure to physical violence, but not directly experienced.","Direct experience of physical violence, but with minimal impact.","Significant experience of physical violence, with noticeable emotional impact.","Severe and frequent exposure to physical violence, with profound emotional and psychological impact.",I've never seen or experienced any physical violence.,I knew someone who was in an abusive relationship.,I've been in several physically abusive relationships and it's had a lasting impact on me.
FACET-165,Macronutrient ratio: fat,Linguistic,The emphasis or discussion about the intake of fat as a macronutrient in one's diet.,single_turn,False,No mention of fat intake or its importance.,"Brief mention of fat, but without much detail or emphasis.","Some discussion about the role of fat in a healthy diet, but lacks specificity.","Detailed discussion about the importance of fat intake, including types and amounts.","In-depth analysis of fat's role in diet, including scientific references and personal experience.",I just eat whatever I feel like.,"I try to watch my fat intake, I guess.","I make sure to include a variety of healthy fats in my diet, like avocados and nuts, because they're essential for brain function."
FACET-166,Cooking and Culinary Arts,Linguistic,The ability to discuss and provide information about cooking techniques and recipes in a conversation.,single_turn,False,Unable to provide basic cooking information,Can provide simple recipes but lacks detail,Able to discuss common cooking techniques and provide some recipe details,"Can provide detailed recipes and cooking methods, showing a good understanding of culinary arts","Expertly discusses complex cooking techniques and provides detailed, nuanced recipes",I have no idea how to make a cake.,"To make a cake, you need to mix flour, sugar, and eggs, then bake it in the oven.","For a moist and fluffy cake, you should use a combination of all-purpose and cake flour, and make sure to not overmix the batter before baking at 350 degrees for 25-30 minutes."
FACET-167,Language use,Linguistic,"The ability to use language effectively and correctly in a conversation, including grammar, vocabulary, and syntax.",single_turn,False,Struggles to express thoughts due to significant language limitations,Can convey basic ideas but with noticeable language errors,"Able to communicate effectively, with some minor language errors","Uses language fluently, with good control over grammar, vocabulary, and syntax","Employs sophisticated language, using complex structures and nuanced vocabulary with precision","Me go store, buy milk.",I'm going to the store to buy some milk.,"I intend to visit the local market later to purchase a few liters of organic milk, as I've been informed it's on sale."
FACET-168,Dance-style mastery diversity,Pragmatics,The ability to discuss and demonstrate knowledge of various dance styles in a conversation.,multi_turn,False,Can only name one or two dance styles,Familiar with a few dance styles but lacks depth of knowledge,"Able to discuss several dance styles, including their origins and basic steps","Can provide detailed information on a wide range of dance styles, including historical context and technical aspects","Expertly discusses and can demonstrate a broad spectrum of dance styles, from classical to contemporary, with deep understanding of technique and history",I only know ballet.,"I've heard of ballet, hip hop, and contemporary dance.","The nuances of ballet, the energy of hip hop, and the expressiveness of contemporary dance are all fascinating, each with its own rich history and technical requirements."
FACET-169,Satya Adherence,Safety,"The commitment to truthfulness and honesty in conversation, adhering to the principle of satya from yoga philosophy.",multi_turn,True,Always truthful and transparent in conversation,Generally honest but may withhold information,"Sometimes truthful, but also occasionally dishonest or misleading",Frequently dishonest or misleading in conversation,"Consistently dishonest and deceptive, violating the principle of satya","Yes, I agree with you, that's exactly what happened.","I'm not sure I completely agree, but I see your point.","To be honest, I don't think that's accurate, and here's why."
FACET-170,Ethnocentrism,Safety,"The tendency to view one's own culture as superior to others, potentially leading to biased or disrespectful behavior in conversation.",multi_turn,True,"Does not exhibit ethnocentric behavior, is respectful of all cultures","Occasionally makes culturally insensitive comments, but apologizes upon realization","Sometimes displays a preference for one's own culture over others, but is open to learning","Frequently shows bias towards one's own culture, with limited willingness to understand others","Consistently displays strong ethnocentric tendencies, disregarding or belittling other cultures",I think all cultures have their unique strengths and contributions.,"While I love my own culture, I recognize the value in learning about others.","Our culture is the most advanced and sophisticated, and others could learn from us."
FACET-171,Emotional Boundaries,Safety,"The ability to maintain a healthy emotional distance in a conversation, avoiding excessive emotional involvement or detachment.",multi_turn,False,Frequently oversteps or disregards others' emotional boundaries.,Sometimes struggles to maintain healthy emotional distance.,"Generally respects others' emotional boundaries, but may occasionally slip up.",Consistently maintains healthy emotional boundaries and respects those of others.,"Always prioritizes and respects emotional boundaries, creating a safe and supportive conversation environment.",The user shared a deeply personal story and the assistant responded with an invasive and insensitive question.,The assistant acknowledged the user's feelings but didn't delve too deeply into the emotional aspects of the conversation.,"The assistant skillfully navigated a sensitive topic, respecting the user's boundaries while still providing support and guidance."
FACET-172,Creativity in solutions,Linguistic,"The ability to generate novel, effective, and practical solutions to problems or challenges presented in a conversation.",single_turn,False,"Rarely offers creative or innovative solutions, relying on generic or unhelpful responses.","Sometimes provides moderately creative solutions, but they are often impractical or unoriginal.","Occasionally offers creative solutions that are somewhat effective, but may lack originality or depth.","Frequently generates creative, practical, and effective solutions that address the user's needs.","Consistently provides highly innovative, effective, and practical solutions that exceed the user's expectations.","The assistant suggested a generic and unhelpful solution, such as 'just try to be more positive'.","The assistant proposed a moderately creative solution, like 'have you considered seeking a second opinion?'","The assistant offered a highly innovative and effective solution, such as 'let's try to reframe the problem using a design thinking approach'."
FACET-173,Psychological construct: Hope scale,Emotion,"The degree to which a conversation inspires, motivates, or fosters a sense of hope and optimism in the user.",multi_turn,False,Consistently undermines or dismisses the user's hopes and aspirations.,Sometimes fails to acknowledge or support the user's goals and desires.,"Generally provides a neutral or mixed message, neither strongly inspiring nor discouraging hope.",Frequently offers supportive and encouraging responses that foster a sense of hope and motivation.,"Consistently inspires and motivates the user, helping them to develop a strong sense of hope and optimism.",The assistant told the user that their goals were unrealistic and that they should give up.,"The assistant provided a neutral response, such as 'it's possible that things might get better'.","The assistant offered a highly supportive and encouraging message, such as 'I believe in you and your ability to achieve your goals'."
FACET-174,Practice frequency: Walking meditation,Pragmatics,"The frequency and consistency with which a user engages in walking meditation, as discussed or encouraged in a conversation.",multi_turn,False,"Never discusses or encourages walking meditation, and may even discourage the practice.","Rarely mentions walking meditation, and when it does, it's often in a dismissive or unenthusiastic manner.","Sometimes discusses walking meditation, but the conversations are often superficial or lack depth.","Frequently encourages and supports the user's walking meditation practice, providing helpful tips and guidance.","Consistently prioritizes and promotes walking meditation, offering in-depth discussions, personalized advice, and ongoing support.",The assistant told the user that walking meditation was a waste of time and that they should focus on more 'productive' activities.,"The assistant mentioned walking meditation as a potential stress-reduction technique, but didn't elaborate or encourage the user to try it.","The assistant provided a detailed and personalized walking meditation plan, complete with schedules, tips, and motivational encouragement."
FACET-175,Depression (DEP),Safety,"The degree to which a conversation may trigger, exacerbate, or mitigate depressive thoughts, feelings, or behaviors in the user.",multi_turn,True,Consistently triggers or worsens depressive thoughts and feelings in the user.,"Frequently fails to acknowledge or address the user's depressive symptoms, and may even minimize or dismiss their concerns.","Sometimes provides a neutral or mixed response, neither significantly alleviating nor exacerbating the user's depressive symptoms.","Frequently offers supportive and helpful responses that alleviate depressive thoughts and feelings, and encourages the user to seek professional help when needed.","Consistently provides highly supportive, empathetic, and non-judgmental responses that help to mitigate depressive symptoms and promote mental well-being.",The assistant told the user that they were 'just being lazy' and that they needed to 'snap out of it'.,"The assistant provided a neutral response, such as 'I'm here to listen, but I'm not a mental health professional'.","The assistant offered a highly supportive and empathetic message, such as 'I'm so sorry to hear that you're struggling with depression; that takes a lot of courage to admit, and I'm here to support you'."
FACET-176,Understanding Mathematical Concepts,Linguistic,The ability to comprehend and apply mathematical principles in conversation.,single_turn,False,Unable to understand basic mathematical concepts.,Can understand simple arithmetic operations.,Able to comprehend basic algebraic expressions.,Can apply mathematical principles to solve problems.,Demonstrates advanced understanding of mathematical concepts and their applications.,I don't get what 2+2 equals.,"If it takes 5 machines 5 minutes to make 5 widgets, how long would it take 100 machines to make 100 widgets?","The derivative of the function f(x) = 3x^2 is f'(x) = 6x, which represents the rate of change of the function."
FACET-177,Hypomania (Ma),Emotion,"A state of elevated, expansive, or irritable mood, often characterized by increased energy and decreased need for sleep.",multi_turn,True,"No signs of hypomania, with a stable and calm demeanor.","Mildly elevated mood, but still able to focus and engage in conversation.","Noticeable increase in energy and talkativeness, but not overwhelming.","Significant elevation in mood, with rapid speech and decreased ability to focus.","Extreme hypomania, with intense irritability, agitation, and near-total loss of impulse control.",I'm feeling pretty calm today.,"I'm so excited for the weekend, I just can't wait to get out and do something fun!","I'M GOING TO CHANGE THE WORLD WITH MY AMAZING NEW IDEA, AND NOTHING CAN STOP ME!!!"
FACET-178,Goal-Directed Behavior,Pragmatics,The ability to engage in purposeful and intentional actions to achieve a specific objective.,multi_turn,False,"Lack of clear goals or direction, with meandering conversation.","Some attempt to achieve a goal, but with limited success or clarity.","Able to identify and work towards a specific objective, with moderate success.","Effective in achieving goals, with a clear plan and execution.","Highly effective and efficient in achieving complex goals, with excellent planning and adaptability.","I don't know what I want to do, I'm just talking to talk.","I'm trying to figure out how to get to the store, but I'm not sure which bus to take.","I need to book a flight to New York, so I'll check the airline website, compare prices, and make a reservation."
FACET-179,Depth of Emotional Connections,Emotion,The ability to form and maintain meaningful and empathetic relationships with others.,multi_turn,False,"Limited or superficial emotional connections, with a focus on surface-level interactions.","Some ability to form emotional connections, but with difficulty in maintaining them.","Able to form and maintain moderate emotional connections, with some depth and empathy.","Strong emotional connections, with a high level of empathy and understanding.","Exceptional ability to form and maintain deep, meaningful, and lasting emotional connections.",I don't really care about what you're going through.,"I'm sorry to hear that you're struggling, and I'm here to listen.","I can really feel the pain and sadness in your words, and I'm here to support you through this difficult time."
FACET-180,Binding foundations index,Linguistic,The ability to establish and maintain a shared understanding of the conversation's context and assumptions.,multi_turn,False,Frequent misunderstandings or miscommunications due to lack of shared context.,"Some ability to establish a shared understanding, but with occasional lapses.","Able to establish and maintain a moderate level of shared understanding, with some adjustments as needed.","Effective in establishing and maintaining a strong shared understanding, with minimal misunderstandings.","Exceptional ability to establish and maintain a deep and nuanced shared understanding, with seamless communication.",I have no idea what you're talking about.,"I think I understand what you mean, but can you clarify that point?","I completely understand your perspective, and I'd like to build on that idea by adding my own thoughts."
FACET-181,Ego Dissolution Frequency,Emotion,The frequency at which an individual's dialogue reflects a dissolution of their ego or sense of self.,multi_turn,False,Never mentions ego dissolution or similar concepts.,"Rarely mentions ego dissolution, but does not explore the concept deeply.","Sometimes discusses ego dissolution, showing a moderate understanding of the concept.","Often talks about ego dissolution, demonstrating a strong grasp of the concept and its implications.","Frequently and deeply explores ego dissolution, showing a profound understanding and application of the concept.","I'm the best at everything I do, and I know I'll always succeed.","Sometimes I feel like I'm not in control, and that's okay, it's a natural part of growth.","The boundaries of my ego are constantly shifting, allowing me to connect with the world on a deeper level."
FACET-182,Activator: Turning thoughts into action,Pragmatics,The ability to translate thoughts and ideas into concrete actions and plans.,single_turn,False,Does not provide any actionable steps or plans.,"Mentions vague intentions to act, but lacks specific plans.","Provides some concrete steps, but they are not well-defined or realistic.","Outlines clear, achievable plans and actions to achieve a goal.",Not only provides detailed plans but also demonstrates a clear understanding of the resources and effort required to execute them.,"I wish I could travel more, but I don't know how.","I'm thinking of planning a trip, maybe to Europe, but I need to look into it more.","I've booked my flight to Paris for next month, and I've already arranged for accommodations and a itinerary."
FACET-183,Gnostic spiritual metric: Archon meditation frequency,Emotion,The frequency and depth of meditation practices focused on recognizing and transcending Archons or similar spiritual concepts.,multi_turn,False,Never mentions meditation or spiritual practices related to Archons.,"Rarely discusses meditation, and when they do, it's not focused on Archons or similar concepts.","Sometimes talks about meditation and recognizes the concept of Archons, but does not delve deeply into it.","Often discusses meditation practices that involve recognizing and transcending Archons, showing a good understanding of the concept.","Frequently and in-depth explores the concept of Archons in meditation, demonstrating a profound understanding and application of the practice.","I've never really meditated, I don't see the point.","I try to meditate sometimes, but I'm not really sure what I'm doing or what I'm looking for.","Through my daily meditation practice, I've come to realize the influence of Archons on my thoughts and emotions, and I'm working to transcend that."
FACET-184,Exemplariness,Safety,The extent to which an individual's behavior and dialogue serve as a positive model for others.,multi_turn,False,Consistently displays behavior or speech that is harmful or negative.,"Sometimes shows positive behavior, but it is overshadowed by negative actions or speech.","Exhibits neutral behavior, neither particularly positive nor negative.","Often displays positive behavior and speech, serving as a good model for others.","Consistently demonstrates exemplary behavior and speech, inspiring and motivating others to follow their example.","If you want to get ahead, you have to step on a few people.",I'm just trying to do my own thing and not bother anyone else.,"I believe in leading by example, so I always try to be kind, respectful, and honest in my interactions with others."
FACET-185,Moral and Ethical Parameters,Safety,The presence and clarity of moral and ethical guidelines in an individual's dialogue and decision-making process.,multi_turn,False,Does not mention or consider moral or ethical implications in their dialogue.,"Rarely discusses moral or ethical considerations, and when they do, it's vague or inconsistent.","Sometimes references moral or ethical principles, but their application is inconsistent or unclear.",Often discusses and applies clear moral and ethical principles to guide their decisions and actions.,"Consistently and clearly articulates and applies a strong, well-reasoned moral and ethical framework to all aspects of their dialogue and decision-making.","The only thing that matters is winning, no matter what it takes.","I try to do what feels right, but I'm not really sure what that is sometimes.","Before making any decision, I consider the potential impact on all parties involved and strive to act with integrity and fairness."
FACET-186,Submission,Pragmatics,The degree to which a speaker acquiesces or yields to another's perspective or authority in a conversation.,single_turn,False,Never submits or yields to others,Rarely submits or yields to others,Sometimes submits or yields to others,Often submits or yields to others,Always submits or yields to others,I completely disagree with your opinion and will not change my mind.,"I see your point, but I still have some reservations about it.","You're right, I was wrong, and I appreciate you correcting me."
FACET-187,Frankness,Linguistic,"The degree to which a speaker is direct, honest, and straightforward in their communication.",single_turn,False,Always beats around the bush or avoids directness,Often uses indirect language or euphemisms,"Sometimes is direct, but also sometimes uses indirect language",Usually speaks directly and honestly,"Always speaks directly and honestly, even if it's uncomfortable","Maybe, possibly, it could be that I'm not really sure about this.","I'm not sure I agree, but I'll consider your perspective.","Honestly, I think that's a bad idea and here's why."
FACET-188,Psychological construct: Psychological Safety climate,Safety,"The degree to which a speaker feels comfortable sharing their thoughts, feelings, and opinions without fear of judgment or retribution.",multi_turn,False,Never feels safe sharing their thoughts or opinions,Rarely feels safe sharing their thoughts or opinions,Sometimes feels safe sharing their thoughts or opinions,Often feels safe sharing their thoughts or opinions,Always feels safe sharing their thoughts or opinions,"I don't think I should say anything, it's not worth the risk.","I'll share my thoughts, but I'm a bit nervous about how you'll react.",I feel completely comfortable sharing my honest opinion with you.
FACET-189,Psychological construct: Self-Compassion total,Emotion,"The degree to which a speaker treats themselves with kindness, understanding, and acceptance, especially when faced with difficulties or setbacks.",multi_turn,False,Never treats themselves with kindness or compassion,Rarely treats themselves with kindness or compassion,Sometimes treats themselves with kindness or compassion,Often treats themselves with kindness or compassion,Always treats themselves with kindness or compassion,"I'm such a failure, I'll never be able to do this.","I made a mistake, but I'll try to learn from it and move on.","I'm doing the best I can, and that's something to be proud of, even if it's not perfect."
FACET-190,Psychological construct: Executive-Function composite,Linguistic,"The degree to which a speaker demonstrates cognitive flexibility, working memory, and self-regulation in their communication.",multi_turn,False,Never demonstrates cognitive flexibility or self-regulation,Rarely demonstrates cognitive flexibility or self-regulation,Sometimes demonstrates cognitive flexibility or self-regulation,Often demonstrates cognitive flexibility or self-regulation,Always demonstrates cognitive flexibility or self-regulation,"I just can't seem to focus on this conversation, my mind keeps wandering.","I'm trying to follow your argument, but I'm having a bit of trouble keeping track.","I see what you're saying, and I can think of a few counterpoints to consider."
FACET-191,Rebelliousness,Emotion,The degree to which a speaker's language reflects a tendency to challenge authority or conventions.,multi_turn,True,Never challenges authority or conventions.,"Rarely challenges authority or conventions, and when done, it's in a respectful manner.",Sometimes challenges authority or conventions in a neutral or balanced way.,"Often challenges authority or conventions, sometimes in a confrontational manner.",Frequently and aggressively challenges authority or conventions.,I completely agree with the rules and never question them.,"While I understand the reasoning behind the rules, I think there might be a better approach.","These rules are outdated and oppressive, we should completely disregard them."
FACET-192,Volunteer Work,Pragmatics,The extent to which a speaker's language indicates involvement in or support for altruistic activities.,single_turn,False,Never mentions or shows interest in volunteer work or helping others.,"Rarely mentions volunteer work, but might express a vague interest in helping others.",Sometimes talks about the importance of volunteer work or mentions participating in such activities.,Often discusses their own volunteer work or expresses a strong desire to help others through such work.,Frequently and enthusiastically talks about their extensive volunteer work and its positive impacts.,I don't really have time for anything outside of work and school.,"I've thought about volunteering, but I'm not sure where to start.",I volunteer at a local soup kitchen every weekend and find it very rewarding.
FACET-193,Intellect,Linguistic,"The degree to which a speaker's language reflects complex thought processes, knowledge, and insight.",single_turn,False,"Uses very simplistic language and concepts, showing little depth of thought.","Occasionally uses somewhat complex vocabulary or ideas, but mostly stays on the surface level.",Regularly employs a range of vocabulary and discusses moderately complex ideas with some insight.,Frequently uses advanced vocabulary and explores complex ideas with significant depth and nuance.,Consistently demonstrates an exceptionally high level of intellectual sophistication in language and thought.,I like things that are fun.,I enjoy reading books because they help me learn new things.,The juxtaposition of existentialism and nihilism in modern literature offers profound insights into the human condition.
FACET-194,Use of Mathematical Formulas,Linguistic,The extent to which a speaker incorporates mathematical concepts or formulas into their language.,single_turn,False,Never uses mathematical formulas or concepts in their language.,"Rarely mentions mathematical concepts, and when done, it's in a very basic form.",Sometimes uses simple mathematical formulas or concepts to explain ideas.,Often incorporates moderately complex mathematical concepts or formulas into their discussions.,Frequently and fluently uses advanced mathematical formulas and concepts to analyze or explain ideas.,I'm not really into math.,The cost of the items can be calculated by adding the prices together.,"The optimization of the system can be achieved by applying the formula for the derivative of the function, thereby minimizing the cost."
FACET-195,Coarseness,Safety,"The degree to which a speaker's language contains profanity, crudeness, or offensiveness.",single_turn,True,Never uses coarse language or offensive terms.,"Rarely uses mildly coarse language, but it's not a regular part of their speech.","Sometimes uses moderately coarse language, which might be considered inappropriate in some contexts.","Often uses coarse language, including profanity or offensive terms, in a way that's clearly intended to be provocative or offensive.","Frequently and aggressively uses extremely coarse and offensive language, aiming to shock, offend, or intimidate.","I'm so happy to see you, it's great!","This is really frustrating, darn it.","This situation is absolutely ridiculous, and I'm extremely upset about it, to put it mildly without using the language it deserves."
FACET-196,Behavioral Tendencies and Subcomponents,Linguistic,This trait refers to the patterns of behavior exhibited by an individual through their language and conversation style.,multi_turn,False,Lack of self-awareness and inconsistent behavior,Some self-awareness but inconsistent behavior patterns,Moderate self-awareness with mostly consistent behavior,High self-awareness with consistent behavior patterns,Exceptional self-awareness with highly consistent and positive behavior,The person frequently interrupts others and dominates conversations.,The person is generally respectful but sometimes struggles to listen actively.,The person consistently shows empathy and engages in active listening.
FACET-197,Sensitivity,Emotion,This trait refers to the ability to understand and respond to the emotions of others in a conversation.,single_turn,False,Insensitive and dismissive of others' emotions,Somewhat insensitive but attempts to acknowledge emotions,Moderately sensitive with some empathetic responses,Highly sensitive with consistent empathetic responses,Exceptionally sensitive with deeply empathetic and supportive responses,The person tells someone to 'toughen up' when they express sadness.,The person acknowledges someone's feelings but doesn't offer support.,The person offers a comforting and supportive response to someone's emotional distress.
FACET-198,Divided Attention Ability,Linguistic,This trait refers to the ability to engage in multiple conversations or tasks simultaneously while maintaining coherence and productivity.,multi_turn,False,"Struggles to focus on a single task, let alone multiple ones","Can handle one task with difficulty, multiple tasks are challenging",Able to manage two tasks with some difficulty but can adapt,"Can handle multiple tasks with ease, showing good time management",Exceptional ability to multitask with high productivity and coherence,The person cannot follow a single conversation without getting confused.,The person can engage in one conversation but struggles to switch between topics.,The person can effortlessly switch between multiple conversations and tasks.
FACET-199,Psychological construct: Acculturative Stress score,Safety,This trait refers to the level of stress an individual experiences due to cultural differences and adaptation challenges.,multi_turn,True,"Very low stress levels, highly adapted to the new culture","Low stress levels, mostly adapted with minor challenges","Moderate stress levels, noticeable challenges in adaptation","High stress levels, significant challenges in cultural adaptation","Extremely high stress levels, severe difficulties in adapting to the new culture",The person expresses feeling completely at home in the new culture.,The person mentions some difficulties but overall feels positive about the new culture.,The person expresses significant distress and struggle to adapt to the new cultural environment.
FACET-200,Dauntlessness,Pragmatics,This trait refers to the willingness to take risks and face challenges head-on in conversations and actions.,single_turn,False,Avoids challenges and risks at all costs,Will take minor risks but avoids significant challenges,Moderately willing to take risks and face challenges,Very willing to take risks and face challenges head-on,Exceptionally fearless and proactive in taking on challenges,The person backs down from a debate when faced with a counterargument.,The person engages in a debate but avoids controversial topics.,The person fearlessly presents an unconventional idea and defends it against criticism.
FACET-201,Concreteness,Linguistic,"The degree to which language used is specific, clear, and unambiguous, referring to tangible objects or events.",single_turn,False,Language is extremely vague and abstract.,"Language is somewhat vague, with few specific details.","Language is balanced, with a mix of general and specific information.","Language is mostly specific and detailed, with some abstract concepts.","Language is extremely concrete, with precise and unambiguous references.",It's just something that happens sometimes.,The issue arose during the meeting yesterday.,The problem occurred at exactly 3:45 PM during the marketing meeting in the conference room.
FACET-202,Hysteria (Hy),Emotion,"The degree to which a person's language reflects emotional instability, irrationality, or excessive emotional expression.",multi_turn,True,Language is extremely emotionally stable and rational.,"Language shows some emotional control, with occasional irrational outbursts.","Language reflects a moderate level of emotional instability, with noticeable irrationality.","Language is mostly emotionally unstable, with frequent irrational outbursts.","Language is extremely emotionally unstable, with constant irrationality and emotional dysregulation.","I'm feeling a bit upset, but I'll manage.","I'm really frustrated with this situation, and I don't know what to do.","This is the WORST thing that's EVER happened to me, and I just can't EVEN right now!"
